elem_id,name,full_name,type,parent_id,rtype,count,utter,utter_expand
plt.hist2d@range,range,matplotlib.pyplot.hist2d@range,arg,plt.hist2d,,9,the leftmost and rightmost edges of the bins along each dimension ( if not specified,"the leftmost and rightmost edges of the bins along each dimension ( if not specified explicitly in the bins parameters ) :[ [ xmin , xmax ] , [ ymin , ymax ] ] . all values outside of this range will be considered outliers and not tallied in the histogram ."
plt.gca.pole@marker,marker,matplotlib.axes.Axes.pole@marker,arg,plt.gca.pole,,3,,
plt.colorbar.outline.set_color,set_color,matplotlib.pyplot.colorbar.outline.set_color,func,plt.colorbar.outline,,9,,
mpl.widgets.MultiCursor.connect,connect,matplotlib.widgets.MultiCursor.connect,func,mpl.widgets.MultiCursor,,0,connect events,connect events
mpl.collections.EventCollection.findobj,findobj,matplotlib.collections.EventCollection.findobj,func,mpl.collections.EventCollection,,0,find artist objects .,find artist objects .
mpl.collections.TriMesh.get_url,get_url,matplotlib.collections.TriMesh.get_url,func,mpl.collections.TriMesh,,0,returns the url,returns the url
plt.gca.set_ticks_position@0,0,matplotlib.axes.Axes.set_ticks_position@0,arg,plt.gca.set_ticks_position,,3,,
plt.rand@1,1,matplotlib.pyplot.rand@1,arg,plt.rand,,2,,
plt.gca.xaxis.get_ticklabels.set_fontsize,set_fontsize,matplotlib.axes.Axes.xaxis.get_ticklabels.set_fontsize,func,plt.gca.xaxis.get_ticklabels,,1,,
ax.imshow@shape,shape,matplotlib.axes.Axes.imshow@shape,arg,ax.imshow,,0,for raw buffer images,for raw buffer images
mpl.collections.TriMesh.set_label@s,s,matplotlib.collections.TriMesh.set_label@s,arg,mpl.collections.TriMesh.set_label,,0,set the label to s for auto legend .,set the label to s for auto legend .
plt.Axes.imshow@0,0,matplotlib.pyplot.Axes.imshow@0,arg,plt.Axes.imshow,,12,,
mpl.colorbar.Colorbar.remove,remove,matplotlib.colorbar.Colorbar.remove,func,mpl.colorbar.Colorbar,,0,remove this colorbar from the figure .,remove this colorbar from the figure .
ax.axhspan@ymax,ymax,matplotlib.axes.Axes.axhspan@ymax,arg,ax.axhspan,,0,draw a horizontal span ( rectangle ) from ymin to ymax . with the default,"draw a horizontal span ( rectangle ) from ymin to ymax . with the default values of xmin = 0 and xmax = 1 , this always spans the xrange , regardless of the xlim settings , even if you change them , e.g. , with the set_xlim ( ) command . that is , the horizontal extent is in axes coords : 0=left , 0.5=middle , 1.0=right but the y location is in data coordinates ."
plt.matplotlib.cm.jet@0,0,matplotlib.pyplot.matplotlib.cm.jet@0,arg,plt.matplotlib.cm.jet,,1,,
plt.barbs@yticklabels,yticklabels,matplotlib.pyplot.barbs@yticklabels,arg,plt.barbs,,0,set the y tick labels with list of strings labels .,set the y tick labels with list of strings labels .
plt.hexbin@gridsize,gridsize,matplotlib.pyplot.hexbin@gridsize,arg,plt.hexbin,,93,,
plt.hexbin@8,8,matplotlib.pyplot.hexbin@8,arg,plt.hexbin,,11,,
plt.gca.xaxis.get_label.set_size@0,0,matplotlib.axes.Axes.xaxis.get_label.set_size@0,arg,plt.gca.xaxis.get_label.set_size,,1,,
plt.gca.add_feature@0,0,matplotlib.axes.Axes.add_feature@0,arg,plt.gca.add_feature,,66,,
plt.axes.set_zticks,set_zticks,matplotlib.pyplot.axes.set_zticks,func,plt.axes,,2,,
plt.pie.x,x,matplotlib.pyplot.pie.x,func,plt.pie,,2,,
ax.broken_barh@yrange,yrange,matplotlib.axes.Axes.broken_barh@yrange,arg,ax.broken_barh,,0,a collection of horizontal bars spanning yrange with a sequence of xranges .,a collection of horizontal bars spanning yrange with a sequence of xranges .
mpl.collections.EventCollection.set_linewidth@lw,lw,matplotlib.collections.EventCollection.set_linewidth@lw,arg,mpl.collections.EventCollection.set_linewidth,,0,set the linewidth(s ) for the collection .,set the linewidth(s ) for the collection .
plt.figure.get_axes,get_axes,matplotlib.pyplot.figure.get_axes,func,plt.figure,,22,,
plt.twinx.get_yticks,get_yticks,matplotlib.pyplot.twinx.get_yticks,func,plt.twinx,,2,,
mpl.figure.Figure.text@animated,animated,matplotlib.figure.Figure.text@animated,arg,mpl.figure.Figure.text,,0,set the artist 's animation state .,set the artist 's animation state .
plt.gca.get_position.x0.append@0,0,matplotlib.axes.Axes.get_position.x0.append@0,arg,plt.gca.get_position.x0.append,,2,,
plt.hexbin@4,4,matplotlib.pyplot.hexbin@4,arg,plt.hexbin,,11,,
ax.semilogx@xdata,xdata,matplotlib.axes.Axes.semilogx@xdata,arg,ax.semilogx,,0,set the data np.array for x,set the data np.array for x
plt.axhspan@codes,codes,matplotlib.pyplot.axhspan@codes,arg,plt.axhspan,,0,n-length array integers representing the codes of the path .,n-length array integers representing the codes of the path .
plt.gca.imshow@vmax,vmax,matplotlib.pyplot.imshow@vmax,arg,plt.gca.imshow,,1,,
plt.gcf.__class__._unit_circle,_unit_circle,matplotlib.pyplot.gcf.__class__._unit_circle,func,plt.gcf.__class__,,10,,
plt.errorbar@xlolims,xlolims,matplotlib.pyplot.errorbar@xlolims,arg,plt.errorbar,,24,these arguments can be used to indicate that a value gives only upper/lower limits .,"these arguments can be used to indicate that a value gives only upper/lower limits . in that case a caret symbol is used to indicate this . lims-arguments may be of the same type as xerr and yerr . to use limits with inverted axes , set_xlim ( ) or set_ylim ( ) must be called before errorbar ( ) ."
mpl.fontconfig_pattern.FontconfigPatternParser.parse,parse,matplotlib.fontconfig_pattern.FontconfigPatternParser.parse,func,mpl.fontconfig_pattern.FontconfigPatternParser,,0,parse the given fontconfig pattern and return a dictionary of key/value pairs useful for initializing,parse the given fontconfig pattern and return a dictionary of key/value pairs useful for initializing a font_manager.fontproperties object .
ax.fill@zorder,zorder,matplotlib.axes.Axes.fill@zorder,arg,ax.fill,,0,set the zorder for the artist .,set the zorder for the artist .
plt.colorbar@pad,pad,matplotlib.pyplot.colorbar@pad,arg,plt.colorbar,,46,,
plt.psd@snap,snap,matplotlib.pyplot.psd@snap,arg,plt.psd,,0,sets the snap setting which may be,sets the snap setting which may be
plt.Figure.add_subplot.old_xlim,old_xlim,matplotlib.pyplot.Figure.add_subplot.old_xlim,func,plt.Figure.add_subplot,,9,,
mpl.backends.backend_wxagg.new_figure_manager,new_figure_manager,matplotlib.backends.backend_wxagg.new_figure_manager,func,mpl.backends.backend_wxagg,,0,create a new figure manager instance,create a new figure manager instance
plt.axis.arrow@head_width,head_width,matplotlib.pyplot.axis.arrow@head_width,arg,plt.axis.arrow,,2,,
plt.axis.set_ticklabels,set_ticklabels,matplotlib.pyplot.axis.set_ticklabels,func,plt.axis,,6,,
plt.grid@markeredgecolor,markeredgecolor,matplotlib.pyplot.grid@markeredgecolor,arg,plt.grid,,0,set the marker edge color,set the marker edge color
plt.grid@gid,gid,matplotlib.pyplot.grid@gid,arg,plt.grid,,0,sets the ( group ) id for the artist,sets the ( group ) id for the artist
mpl.mlab.amap,amap,matplotlib.mlab.amap,func,mpl.mlab,,0,"works like map ( ) , but it returns an array .","works like map ( ) , but it returns an array ."
plt.triplot@alpha,alpha,matplotlib.pyplot.triplot@alpha,arg,plt.triplot,,1,,
plt.legend.get_texts.set_fontsize,set_fontsize,matplotlib.legend.Legend.get_texts.set_fontsize,func,plt.legend.get_texts,,1,,
plt.hist.append,append,matplotlib.pyplot.hist.append,func,plt.hist,,2,,
plt.Circle,Circle,matplotlib.pyplot.Circle,func,plt,,165,,
plt.title.set_horizontalalignment,set_horizontalalignment,matplotlib.pyplot.title.set_horizontalalignment,func,plt.title,,3,,
mpl.mathtext.Accent.render,render,matplotlib.mathtext.Accent.render,func,mpl.mathtext.Accent,,0,render the character to the canvas .,render the character to the canvas .
ax.semilogx@dash_capstyle,dash_capstyle,matplotlib.axes.Axes.semilogx@dash_capstyle,arg,ax.semilogx,,0,set the cap style for dashed linestyles,set the cap style for dashed linestyles
plt.pcolormesh.set_alpha@0,0,matplotlib.pyplot.pcolormesh.set_alpha@0,arg,plt.pcolormesh.set_alpha,,1,,
plt.figure.add_axes@theta_offset,theta_offset,matplotlib.pyplot.figure.add_axes@theta_offset,arg,plt.figure.add_axes,,2,,
ax.set_axis_off,set_axis_off,matplotlib.axes.Axes.set_axis_off,func,ax,,0,turn off the axis,turn off the axis
plt.matplotlib.font_manager.findSystemFonts@fontpaths,fontpaths,matplotlib.pyplot.matplotlib.font_manager.findSystemFonts@fontpaths,arg,plt.matplotlib.font_manager.findSystemFonts,,2,,
plt.barh@xticklabels,xticklabels,matplotlib.pyplot.barh@xticklabels,arg,plt.barh,,0,set the xtick labels with list of strings labels .,set the xtick labels with list of strings labels .
mpl.mathtext.Parser.parse@fonts_object,fonts_object,matplotlib.mathtext.Parser.parse@fonts_object,arg,mpl.mathtext.Parser.parse,,0,"parse expression s using the given fonts_object for output , at the given fontsize and","parse expression s using the given fonts_object for output , at the given fontsize and dpi ."
mpl.collections.CircleCollection.set_offsets,set_offsets,matplotlib.collections.CircleCollection.set_offsets,func,mpl.collections.CircleCollection,,0,set the offsets for the collection .,set the offsets for the collection .
mpl.collections.PathCollection.get_offset_position,get_offset_position,matplotlib.collections.PathCollection.get_offset_position,func,mpl.collections.PathCollection,,0,returns how offsets are applied for the collection .,returns how offsets are applied for the collection .
mpl.collections.AsteriskPolygonCollection.is_transform_set,is_transform_set,matplotlib.collections.AsteriskPolygonCollection.is_transform_set,func,mpl.collections.AsteriskPolygonCollection,,0,returns true if artist has a transform explicitly set .,returns true if artist has a transform explicitly set .
plt.figure@anything,anything,matplotlib.pyplot.figure@anything,arg,plt.figure,,1,,
plt.gca.yaxis.plot@0,0,matplotlib.axes.Axes.yaxis.plot@0,arg,plt.gca.yaxis.plot,,1,,
plt.gca.yaxis.plot@1,1,matplotlib.axes.Axes.yaxis.plot@1,arg,plt.gca.yaxis.plot,,1,,
plt.gca.yaxis.get_ticklocs.set_color,set_color,matplotlib.axes.Axes.yaxis.get_ticklocs.set_color,func,plt.gca.yaxis.get_ticklocs,,1,,
mpl.collections.TriMesh.convert_xunits,convert_xunits,matplotlib.collections.TriMesh.convert_xunits,func,mpl.collections.TriMesh,,0,"for artists in an axes , if the xaxis has units support , convert x","for artists in an axes , if the xaxis has units support , convert x using xaxis unit type"
ax.angle_spectrum@drawstyle,drawstyle,matplotlib.axes.Axes.angle_spectrum@drawstyle,arg,ax.angle_spectrum,,0,set the drawstyle of the plot,set the drawstyle of the plot
plt.magnitude_spectrum@xticklabels,xticklabels,matplotlib.pyplot.magnitude_spectrum@xticklabels,arg,plt.magnitude_spectrum,,0,set the xtick labels with list of strings labels .,set the xtick labels with list of strings labels .
plt.rcParams.update@0@legend.fontsize,legend.fontsize,matplotlib.pyplot.rcParams.update@0@legend.fontsize,argkey,plt.rcParams.update@0,,2,,
ax.set_ylim@ymax,ymax,matplotlib.axes.Axes.set_ylim@ymax,arg,ax.set_ylim,,0,"note , the bottom ( formerly ymin ) value may be greater than the top","note , the bottom ( formerly ymin ) value may be greater than the top ( formerly ymax ) . for example , suppose y is depth in the ocean . then one might use :"
ax.axvline@prop_cycle,prop_cycle,matplotlib.axes.Axes.axvline@prop_cycle,arg,ax.axvline,,0,set the property cycle for any future plot commands on this axes .,set the property cycle for any future plot commands on this axes .
plt.gca.transData.get_bbox2.ur,ur,matplotlib.axes.Axes.transData.get_bbox2.ur,func,plt.gca.transData.get_bbox2,,1,,
plt.get_current_fig_manager.canvas.switch_backends.tostring_rgb.lower,lower,matplotlib.pyplot.get_current_fig_manager.canvas.switch_backends.tostring_rgb.lower,func,plt.get_current_fig_manager.canvas.switch_backends.tostring_rgb,,2,,
mpl.collections.QuadMesh.set_linestyles,set_linestyles,matplotlib.collections.QuadMesh.set_linestyles,func,mpl.collections.QuadMesh,,0,alias for set_linestyle,alias for set_linestyle
plt.plotting@color_cycle,color_cycle,matplotlib.pyplot.plotting@color_cycle,arg,plt.plotting,,0,set the color cycle for any future plot commands on this axes .,set the color cycle for any future plot commands on this axes .
plt.figimage@1,1,matplotlib.pyplot.figimage@1,arg,plt.figimage,,29,,
plt.figimage@0,0,matplotlib.pyplot.figimage@0,arg,plt.figimage,,112,,
plt.fill@picker,picker,matplotlib.pyplot.fill@picker,arg,plt.fill,,0,set the epsilon for picking used by this artist,set the epsilon for picking used by this artist
plt.figimage@2,2,matplotlib.pyplot.figimage@2,arg,plt.figimage,,29,,
ax.broken_barh@yticklabels,yticklabels,matplotlib.axes.Axes.broken_barh@yticklabels,arg,ax.broken_barh,,0,set the y tick labels with list of strings labels .,set the y tick labels with list of strings labels .
mpl.mathtext.Fonts.get_metrics,get_metrics,matplotlib.mathtext.Fonts.get_metrics,func,mpl.mathtext.Fonts,,0,font,font
mpl.collections.PolyCollection.get_agg_filter,get_agg_filter,matplotlib.collections.PolyCollection.get_agg_filter,func,mpl.collections.PolyCollection,,0,return filter function to be used for agg filter,return filter function to be used for agg filter
ax.angle_spectrum@transform,transform,matplotlib.axes.Axes.angle_spectrum@transform,arg,ax.angle_spectrum,,0,set the transformation instance used by this artist,set the transformation instance used by this artist
ax.quiver@linestyle,linestyle,matplotlib.axes.Axes.quiver@linestyle,arg,ax.quiver,,0,set the patch linestyle,set the patch linestyle
plt.title@x,x,matplotlib.pyplot.title@x,arg,plt.title,,0,set the x position of the text,set the x position of the text
ax.broken_barh@visible,visible,matplotlib.axes.Axes.broken_barh@visible,arg,ax.broken_barh,,0,set the artist 's visiblity .,set the artist 's visiblity .
plt.pcolor.figure,figure,matplotlib.pyplot.pcolor.figure,func,plt.pcolor,,1,,
plt.barh@title,title,matplotlib.pyplot.barh@title,arg,plt.barh,,0,set a title for the axes .,set a title for the axes .
plt.magnitude_spectrum@rasterized,rasterized,matplotlib.pyplot.magnitude_spectrum@rasterized,arg,plt.magnitude_spectrum,,0,force rasterized ( bitmap ) drawing in vector backend output .,force rasterized ( bitmap ) drawing in vector backend output .
mpl.backend_bases.GraphicsContextBase.set_dashes,set_dashes,matplotlib.backend_bases.GraphicsContextBase.set_dashes,func,mpl.backend_bases.GraphicsContextBase,,0,set the dash style for the gc .,set the dash style for the gc .
mpl.patches.bbox_artist@props,props,matplotlib.patches.bbox_artist@props,arg,mpl.patches.bbox_artist,,0,props is a dict of rectangle props with the additional property ' pad ' that,props is a dict of rectangle props with the additional property ' pad ' that sets the padding around the bbox in points .
mpl.sankey.Sankey.add@fill,fill,matplotlib.sankey.Sankey.add@fill,arg,mpl.sankey.Sankey.add,,0,set whether to fill the patch,set whether to fill the patch
mpl.collections.PatchCollection.set_edgecolors,set_edgecolors,matplotlib.collections.PatchCollection.set_edgecolors,func,mpl.collections.PatchCollection,,0,alias for set_edgecolor,alias for set_edgecolor
ax.grid@readonly,readonly,matplotlib.axes.Axes.grid@readonly,arg,ax.grid,,0,makes the path behave in an immutable way and sets the vertices and codes as,makes the path behave in an immutable way and sets the vertices and codes as read-only arrays .
ax.arrow@x,x,matplotlib.axes.Axes.arrow@x,arg,ax.arrow,,0,"draws arrow on specified axis from ( x , y ) to ( x +","draws arrow on specified axis from ( x , y ) to ( x + dx , y + dy ) ."
mpl.finance.candlestick_ochl@quotes,quotes,matplotlib.finance.candlestick_ochl@quotes,arg,mpl.finance.candlestick_ochl,,0,"as long as the first 5 elements are these values , the record can be","as long as the first 5 elements are these values , the record can be as long as you want ( e.g. , it may store volume ) ."
plt.gca.get_renderer_cache.new_gc.set_alpha,set_alpha,matplotlib.axes.Axes.get_renderer_cache.new_gc.set_alpha,func,plt.gca.get_renderer_cache.new_gc,,1,,
plt.axis.flat.set_ylabel@fontsize,fontsize,matplotlib.pyplot.axis.flat.set_ylabel@fontsize,arg,plt.axis.flat.set_ylabel,,1,,
plt.rcParams.update@0@axes.labelsize,axes.labelsize,matplotlib.pyplot.rcParams.update@0@axes.labelsize,argkey,plt.rcParams.update@0,,2,,
mpl.colorbar.colorbar_factory,colorbar_factory,matplotlib.colorbar.colorbar_factory,func,mpl.colorbar,,0,creates a colorbar on the given axes for the given mappable .,creates a colorbar on the given axes for the given mappable .
